geo_accession,Seq,hsa-miR-320a,hsa-miR-575,hsa-miR-602,hsa-miR-614,hsa-miR-620,hsa-miR-638,hsa-miR-663a,hsa-miR-92a-2-5p,hsa-miR-135a-3p,hsa-miR-125a-3p,hsa-miR-92b-5p,hsa-miR-885-3p,hsa-miR-887-3p,hsa-miR-939-5p,hsa-miR-1228-5p,hsa-miR-1203,hsa-miR-1258,hsa-miR-1262,hsa-miR-1268a,hsa-miR-1307-3p,hsa-miR-1469,hsa-miR-1909-3p,hsa-miR-1915-3p,hsa-miR-3141,hsa-miR-3156-5p,hsa-miR-3178,hsa-miR-3180-3p,hsa-miR-3184-5p,hsa-miR-3187-3p,hsa-miR-3194-5p,hsa-miR-4294,hsa-miR-4276,hsa-miR-4286,hsa-miR-3180,hsa-miR-642b-3p,hsa-miR-4433a-3p,hsa-miR-4435,hsa-miR-4449,hsa-miR-4464,hsa-miR-4481,hsa-miR-4492,hsa-miR-4526,hsa-miR-4530,hsa-miR-4532,hsa-miR-3940-5p,hsa-miR-4634,hsa-miR-4648,hsa-miR-4649-5p,hsa-miR-4675,hsa-miR-4687-5p,hsa-miR-4707-3p,hsa-miR-4728-5p,hsa-miR-4730,hsa-miR-4734,hsa-miR-4741,hsa-miR-4746-3p,hsa-miR-4758-5p,hsa-miR-4783-3p,hsa-miR-4787-5p,hsa-miR-5195-3p,hsa-miR-5572,hsa-miR-197-5p,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-6088,hsa-miR-6090,hsa-miR-6131,hsa-miR-6501-5p,hsa-miR-128-1-5p,hsa-miR-328-5p,hsa-miR-1343-5p,hsa-miR-6729-5p,hsa-miR-6749-5p,hsa-miR-6756-5p,hsa-miR-6765-5p,hsa-miR-6766-5p,hsa-miR-6768-5p,hsa-miR-6769a-5p,hsa-miR-6781-5p,hsa-miR-6784-5p,hsa-miR-6786-5p,hsa-miR-6787-5p,hsa-miR-6798-5p,hsa-miR-6802-5p,hsa-miR-6805-5p,hsa-miR-6805-3p,hsa-miR-6816-5p,hsa-miR-6825-5p,hsa-miR-6858-5p,hsa-miR-6861-5p,hsa-miR-6869-5p,hsa-miR-6875-5p,hsa-miR-6885-5p,hsa-miR-6889-5p,hsa-miR-7110-5p,hsa-miR-7114-5p,hsa-miR-7704,hsa-miR-8059,hsa-miR-8069,hsa-miR-8073,Breast Cancer
2853304,7,6.66,7.356,5.978,7.602,-3.072,12.868,10.67,9.399,7.361,6.136,8.729,4.675,6.547,7.119,12.163,6.591,-3.072,-3.072,10.754,5.643,10.496,9.081,11.025,7.854,3.764,11.676,9.107,6.999,5.334,7.01,10.709,4.675,5.647,8.623,8.783,6.827,7.004,7.005,-3.072,6.445,10.832,4.931,10.671,11.607,12.195,9.198,4.96,9.956,6.922,5.257,6.604,6.994,11.208,12.137,9.634,6.178,8.296,5.528,13.644,6.591,6.383,7.289,10.841,5.938,10.645,12.813,6.311,4.194,7.053,10.931,10.044,12.713,9.448,8.475,10.775,5.185,10.338,6.427,10.119,12.047,12.523,8.141,10.355,8.046,11.275,7.855,10.428,7.764,8.286,6.974,14.203,8.731,10.737,8.013,7.858,8.944,13.706,8.089,12.535,6.657,0
2853305,9,3.634,6.94,5.714,5.657,-4.761,12.348,10.168,9.551,7.214,5.409,8.551,4.213,6.599,6.677,12.228,6.79,-4.761,-4.761,10.701,5.496,10.121,9.147,10.657,7.378,3.911,11.45,8.732,7.544,5.235,6.507,11.035,4.533,4.047,8.607,8.698,7.014,7.479,7.071,-4.761,6.339,10.195,4.684,10.334,11.432,12.427,8.827,5.101,9.684,6.826,4.869,6.459,6.916,11.273,11.58,9.347,5.916,8.105,4.624,13.208,6.007,6.275,6.678,10.271,5.902,10.537,12.597,5.068,4.826,7.799,10.673,9.952,12.406,9.091,8.287,10.809,5.039,10.23,6.275,10.185,12.272,12.324,7.829,10.053,7.747,10.716,7.266,10.352,7.781,7.943,6.584,13.554,9.183,10.474,8.055,7.196,8.877,13.418,6.996,12.242,5.293,0
2853306,3,5.063,7.15,6.012,7.516,-2.786,12.915,10.269,9.049,7.082,6.615,8.62,4.74,7.253,7.148,11.811,7.123,-2.786,-2.786,11.07,5.158,10.448,9.181,11.014,7.66,3.985,11.878,9.187,7.765,5.384,5.539,10.528,4.868,5.927,8.808,8.672,7.029,6.049,6.789,-2.786,6.381,10.544,4.458,10.019,11.557,11.981,9.06,5.719,10.015,6.917,5.204,6.684,7.275,11.212,11.945,9.773,6.381,8.597,5.094,13.607,6.617,6.464,6.974,10.765,6.292,10.307,12.701,6.343,3.873,7.654,10.909,9.983,12.633,9.367,8.262,10.711,5.495,9.518,6.666,10.182,12.159,12.244,8.297,10.352,8.087,11.147,7.572,10.206,7.279,7.849,7.101,13.971,8.98,10.63,7.839,7.577,8.862,13.67,8.045,12.678,5.916,0
2853307,2,4.077,6.73,5.956,6.325,-4.498,12.43,9.965,9.954,7.231,5.456,8.295,4.06,6.673,6.387,12.072,7.294,-4.498,-4.498,10.634,4.829,9.962,9.292,10.768,7.275,3.258,11.519,8.842,7.84,5.004,5.329,10.726,4.576,4.227,8.573,8.831,6.997,5.984,6.708,-4.498,5.988,10.261,4.477,9.575,11.458,12.626,8.95,4.799,9.741,6.77,4.669,6.688,6.372,11.474,11.714,9.268,6.151,8.264,4.692,13.256,5.992,5.995,6.709,10.361,5.769,10.449,12.63,5.436,4.092,8.016,10.724,9.804,12.492,9.01,8.288,10.716,5.01,9.746,6.255,10.131,12.316,12.438,7.914,9.805,7.654,10.936,7.193,10.268,7.088,7.801,6.406,13.643,9.549,10.467,7.814,6.88,8.748,13.414,7.331,12.214,5.199,0
2853308,8,6.601,6.972,5.782,7.416,-3.638,12.915,10.238,9.368,7.174,6.102,8.344,4.288,7.07,7.409,12.066,7.307,-3.638,-3.638,10.957,5.579,10.399,9.088,10.87,7.588,3.217,11.712,9.075,8.017,4.887,5.466,10.526,4.627,5.633,8.641,8.467,6.905,6.004,6.557,-3.638,5.966,10.44,4.716,10.025,11.366,11.977,8.718,5.729,9.421,6.646,4.976,6.66,6.924,11.051,11.739,9.658,6.336,8.437,4.867,13.331,5.675,6.751,7.036,10.311,5.901,9.905,12.578,5.795,3.638,7.705,10.674,9.846,12.429,8.939,8.015,10.726,4.877,9.465,5.987,10.17,12.222,12.252,7.78,10.134,7.519,10.965,8.03,10.118,7.487,7.558,6.493,13.808,9.273,10.212,7.755,7.806,8.531,13.339,7.83,12.588,5.427,0
2853309,5,4.361,6.898,5.552,6.991,-3.256,12.777,10.485,9.382,6.909,6.011,8.465,5.385,7.081,7.295,12.127,6.794,-3.256,-3.256,11.163,5.578,10.217,9.384,10.849,7.743,3.801,11.836,9.151,8.607,5.546,5.673,10.794,5.2,5.204,8.541,8.151,7.422,6.959,6.682,-3.256,6.512,10.508,4.432,9.856,11.47,12.488,9.029,5.659,9.93,6.848,5.116,6.237,7.329,11.081,12.113,9.252,6.699,8.729,5.847,13.573,5.676,6.802,7.517,10.273,6.069,10.784,13.08,5.851,4.657,8.23,10.911,10.096,12.677,9.097,8.613,10.79,4.81,9.741,6.495,10.366,12.758,12.794,8.06,10.266,8.179,11.152,7.94,10.567,7.897,8.364,6.781,13.924,9.848,10.635,8.202,7.825,9.37,13.611,7.628,12.769,5.32,0
2853310,3,4.439,6.983,5.34,7.639,-2.822,12.795,10.471,9.317,7.496,5.251,8.63,5.302,6.644,6.933,11.932,6.808,-2.822,-2.822,10.621,5.257,10.292,9.321,10.726,7.458,3.778,11.451,8.878,7.435,4.646,5.634,10.407,4.011,5.863,8.454,8.786,6.824,5.978,6.599,-2.822,5.989,10.53,4.699,9.526,11.631,11.936,8.798,4.69,9.951,6.74,5.626,6.493,6.676,11.135,11.68,9.251,6.193,8.477,5.2,13.371,6.376,6.208,7.011,10.711,5.977,10.344,12.625,6.236,2.941,7.022,10.779,9.718,12.335,9.215,8.455,10.741,5.959,9.723,6.3,10.068,12.167,12.378,7.73,10.009,7.565,10.884,7.731,10.28,7.326,7.748,7.194,13.939,9.073,10.548,7.874,7.415,8.622,13.416,8.012,12.316,6.187,0
2853311,3,4.233,6.907,5.781,7.624,-1.862,12.818,10.521,9.601,7.723,5.23,8.694,4.899,6.825,7.617,12.068,6.805,-2.627,-2.627,10.847,5.497,10.405,9.161,10.987,7.687,3.682,11.698,9.204,7.414,5.486,5.675,10.812,4.778,5.563,8.855,8.593,7.056,7.137,6.857,-2.627,6.644,10.792,4.099,10.069,11.56,12.181,9.065,5.844,10.181,6.964,5.393,6.804,6.964,11.156,12.235,9.343,6.153,8.454,5.677,13.605,5.979,7.06,7.253,10.799,6.065,10.462,12.835,5.647,4.917,7.354,10.797,9.858,12.678,9.406,8.345,11.09,5.184,10.162,6.708,10.56,12.338,12.571,8.002,10.258,7.879,11.14,8.398,10.608,7.916,8.076,7.044,14.161,9.125,10.852,8.256,8.143,8.836,13.715,8.247,12.626,6.079,0
2853312,9,5.387,7.274,5.392,7.554,-2.199,12.768,10.469,9.017,7.291,5.527,8.868,5.685,6.64,6.784,11.722,6.431,-2.199,-2.199,10.846,6,10.43,9.125,10.701,7.745,3.744,11.879,9.173,7.577,5.277,5.585,10.423,4.217,5.823,8.585,8.415,6.984,7.732,6.798,-2.199,6.505,10.612,4.591,9.887,11.623,12.064,8.983,5.223,10.239,7.262,5.822,6.603,7.243,10.739,11.995,9.508,6.758,8.585,5.652,13.552,6.328,6.092,7.62,11.223,6.48,10.589,12.8,5.558,4.511,7.233,10.895,9.826,12.542,9.304,8.623,10.475,5.653,9.696,6.512,10.091,12.091,12.442,8.012,10.205,8.186,11.075,7.63,10.234,7.335,8.155,7.113,13.724,8.98,10.694,8.035,7.124,8.989,13.606,8.07,12.626,5.699,0
2853313,4,5.928,7.649,5.267,8.081,-1.134,12.558,10.872,8.486,7.275,6.504,8.668,6.445,6.718,7.295,11.925,6.394,-3.092,-3.092,11.089,6.75,10.395,9.175,10.81,8.126,3.937,11.468,9.324,7.234,5.542,5.119,10.487,4.858,5.885,8.894,8.386,6.795,6.63,6.714,-3.092,6.74,10.606,4.231,9.849,10.954,11.884,8.711,5.324,9.652,6.94,5.92,6.815,6.868,10.439,11.921,9.889,6.982,8.656,6.03,13.416,5.989,6.672,7.779,11.405,6.478,10.736,12.752,6.803,3.723,7.18,11.273,10.269,12.41,9.317,8.659,10.563,6.396,10.042,6.537,10.609,11.999,12.497,8.432,10.378,8.232,11.194,8.269,10.444,6.87,8.712,7.736,13.752,9.034,10.315,8.106,7.647,9.176,13.409,8.841,12.473,6.746,0
2853314,5,4.306,7.657,5.476,6.776,-4.242,12.665,10.237,9.596,7.408,6.517,8.684,4.479,7.181,7.422,12.175,7.053,-4.242,-4.242,10.836,5.335,10.329,9.11,10.784,7.403,3.37,11.694,8.753,7.662,4.912,5.907,10.708,4.661,5.096,8.632,8.575,7.055,6.644,6.733,-4.242,6.774,10.407,4.36,10.506,11.234,12.186,8.917,5.831,9.462,6.527,5.127,6.853,6.951,11.039,11.747,9.595,6.508,8.253,4.712,13.286,6.146,6.805,6.901,10.527,5.998,9.849,12.633,6.233,3.634,7.381,10.822,10.045,12.422,9.14,8.287,10.672,5.489,9.617,5.879,10.239,12.165,12.341,7.865,10.29,7.703,10.992,7.926,10.193,7.685,7.876,6.851,13.746,9.147,10.324,7.946,7.812,8.793,13.448,7.562,12.701,5.777,0
2853315,6,4.663,6.825,5.325,7.602,-3.609,12.275,10.35,9.5,6.909,6.034,8.525,4.744,6.614,7.069,12.122,6.926,-3.609,-3.609,10.854,5.31,10.315,9.448,10.429,7.53,4.018,11.46,8.81,8.044,5.58,6.54,10.728,4.723,5.479,8.695,8.604,6.846,6.468,7.126,-3.609,6.607,10.373,4.546,10.057,11.373,12.18,8.847,5.599,9.749,6.86,5.307,6.712,7.05,11.235,11.795,9.449,6.251,8.545,5.298,13.338,6.165,6.62,7.161,10.571,5.961,10.385,12.691,5.336,4.699,7.776,10.81,10.007,12.382,9.173,8.414,10.75,5.572,10.071,6.499,10.323,12.226,12.388,7.817,10.05,7.964,11.13,7.79,10.298,7.697,8.078,6.977,13.739,9.341,10.531,8.151,7.752,8.972,13.496,8.218,12.486,5.53,0
2853316,4,6.19,5.95,4.454,10.031,-1.127,12.335,10.945,8.932,6.36,5.616,9.111,4.762,5.653,6.88,11.937,7.105,-1.127,3.375,10.344,5.515,10.515,9.142,10.913,7.49,4.83,11.957,8.376,7.824,5.523,6.017,10.466,5.368,5.685,8.505,9.755,6.446,6.769,7.091,-1.127,6.472,10.18,6.517,9.41,12.704,11.994,9.205,5.597,11.358,8.354,5.427,6.206,8.166,11.356,11.979,9.186,6.18,8.911,5.233,13.552,7.446,6.358,7.709,11.197,6.966,11.473,12.789,6.997,5.087,7.363,10.927,9.7,12.319,9.809,9.079,10.682,7.75,9.982,7.974,10.181,12.175,12.379,7.967,9.834,8.883,11.338,8.449,9.991,7.427,8.929,8.422,14.688,9.342,11.893,7.652,7.434,8.841,13.84,10.361,12.637,8.555,0
2853317,4,5.228,6.568,6.004,7.285,-3.897,12.516,10.856,9.576,7.962,5.315,9.036,4.114,6.385,6.375,12.277,6.955,-3.897,-3.897,10.48,5.546,10.516,9.326,11.058,7.5,3.429,11.788,8.962,7.719,5.362,5.494,10.226,4.563,5.051,8.678,9.463,6.907,7.023,7.391,-3.897,7.114,10.47,4.739,9.605,12.234,12.197,9.226,5.249,10.639,7.452,5.456,6.609,7.2,11.607,11.977,9.744,6.013,8.545,5.001,13.583,6.639,6.457,6.832,10.992,6.295,10.669,12.882,5.676,4.798,7.406,10.813,9.628,12.593,9.53,8.518,10.643,6.572,10.04,6.171,10.18,12.319,12.539,7.587,9.647,8.167,11.169,7.76,10.313,7.451,8.264,7.516,14.003,9.349,11.223,7.664,7.108,8.582,13.651,7.883,12.679,6.712,0
2853318,10,4.777,6.697,6.03,8.339,-2.299,12.902,11.299,9.355,8.34,4.818,9.576,4.994,6.387,7.067,12.014,6.807,-2.299,-2.299,10.645,5.387,10.902,9.44,10.91,7.763,0.275,11.905,9.093,7.77,5.869,5.908,11.042,5.051,5.001,8.637,9.202,6.839,8.203,7.337,-1.291,6.777,10.556,4.814,10.013,12.182,12.105,9.285,5.181,10.863,7.703,5.579,6.773,7.744,11.466,12.126,9.629,6.456,8.698,5.712,13.741,7.363,6.391,6.878,11.156,6.081,10.804,12.97,5.993,5.015,7.241,11.195,9.664,12.578,9.586,8.763,10.79,5.797,10.361,6.875,10.363,12.201,12.586,7.924,10.212,8.284,11.26,8.216,10.408,7.87,8.58,7.479,14.121,9.105,11.336,7.991,7.625,8.166,13.695,8.497,12.59,6.413,0
2853319,7,4.528,6.804,5.644,7.086,-3.378,12.698,10.756,8.642,7.59,5.48,8.846,4.153,7.278,7.801,12.018,6.012,-3.378,-3.378,11.189,5.389,10.721,9.245,10.97,7.569,2.908,11.897,9.054,8.448,6.103,5.748,10.489,4.941,3.98,9.111,8.615,7.575,8.212,7.102,-3.378,5.917,10.391,4.568,10.207,11.264,12.255,9.018,6.192,9.941,7.132,5.171,6.472,7.526,10.794,12.043,10.356,6.918,8.687,5.389,13.503,6.402,6.814,7.552,10.926,6.677,10.272,13.075,6.026,4.584,7.783,11.202,10.01,12.676,9.188,8.591,11.012,5.684,10.188,6.767,10.478,12.709,12.753,8.266,10.743,8.137,11.193,8.404,10.576,8.135,8.563,7.198,13.727,9.99,10.81,8.12,8.234,8.24,13.453,7.998,12.841,6.412,0
2853320,9,4.399,7.406,5.514,6.843,-4.2,12.366,10.782,9.069,7.409,5.935,8.868,5.78,6.688,7.768,12.063,6.2,-4.2,-4.2,10.979,5.858,10.419,9.036,10.437,7.984,3.501,11.485,9.107,8.166,5.88,6.022,10.75,4.855,4.523,8.982,8.671,7.121,8.549,7.124,-4.2,6.303,10.259,4.54,10.275,11.269,12.107,8.782,6.054,10.012,7.3,5.408,5.963,7.311,10.721,11.806,10.036,6.722,8.681,5.881,13.281,6.13,6.919,7.876,10.648,6.444,11.036,12.755,5.368,5.004,7.72,11.156,9.99,12.447,9.347,8.595,10.708,5.553,10.206,6.994,10.326,12.261,12.415,8.07,10.226,8.241,11.194,7.111,10.536,8.17,8.743,6.889,13.385,9.591,10.77,8.54,8.13,8.958,13.411,7.894,12.41,5.802,0
2853321,3,4.103,6.317,5.82,7.16,-1.206,12.61,10.822,9.029,7.395,5.058,8.686,4.444,6.395,6.889,12.153,6.829,-3.147,-3.147,10.735,5.076,10.495,9.243,10.701,7.398,3.631,11.715,8.931,8.182,5.719,5.899,10.669,4.678,4.963,8.713,8.604,6.902,8.177,6.8,-3.147,6.087,10.262,4.341,9.92,11.698,12.433,9.107,4.761,10.191,7.118,5.288,6.464,6.999,11.592,11.979,9.553,6.241,8.502,5.248,13.517,6.289,6.344,7.284,10.682,5.983,10.683,12.759,5.001,4.464,7.816,10.736,9.695,12.446,9.264,8.337,10.779,5.082,10.032,6.624,10.202,12.365,12.496,7.788,10.03,8.011,11.207,7.966,10.314,7.604,8.32,6.788,14.018,9.45,10.934,8.234,7.436,8.581,13.568,7.629,12.647,5.557,0
2853322,10,4.879,6.88,5.404,8.388,-2.552,12.594,10.926,9.37,7.602,5.439,9.107,3.926,6.609,6.853,12.011,6.6,-2.552,-2.552,10.672,5.812,10.362,9.337,10.881,8.019,2.91,11.692,9.392,8.372,4.486,5.833,10.767,3.698,4.925,8.491,9.187,7.167,7.944,6.683,-2.552,5.724,10.191,3.728,10.049,11.488,12.134,8.695,4.933,10.398,7.381,5.369,6.466,7.194,11.118,11.734,9.403,6.555,8.394,5.566,13.359,6.398,6.576,7.464,10.684,6.53,10.908,12.842,5.016,3.128,7.751,11.021,9.731,12.326,9.343,8.733,10.647,6.093,10.08,6.91,9.997,12.474,12.413,7.623,9.999,8.322,10.982,7.964,10.407,7.583,8.795,7.484,13.5,9.837,11.025,8.306,7.623,8.456,13.261,8.697,12.516,6.414,0
2853323,8,4.442,6.658,5.618,7.777,-2.979,12.624,10.914,9.288,7.928,5.399,9.215,5.263,6.664,7.2,12.265,6.619,-2.979,-2.979,10.767,5.781,10.706,9.299,10.579,7.8,4.111,11.513,9.172,7.987,5.279,6.234,11.06,4.636,5.047,8.733,8.937,7.002,7.473,6.952,-2.979,6.414,10.115,3.939,9.41,11.349,11.961,8.584,5.428,10.439,7.966,5.107,6.474,7.565,10.917,11.685,9.661,6.322,8.528,5.105,13.304,7.131,6.811,7.002,10.975,6.074,10.546,12.673,5.886,4.231,7.312,11.198,9.643,12.393,9.101,8.455,10.972,5.626,10.359,6.654,10.378,12.056,12.328,7.902,10.272,8.305,10.937,7.878,10.508,7.752,8.678,7.092,13.491,9.043,11.113,7.982,8.069,7.652,13.106,7.997,12.437,6.42,0
2853325,2,4.354,6.206,5.979,7.387,-3.246,12.929,10.733,9.426,7.977,4.626,8.975,3.688,6.69,7.073,12.069,6.597,-3.246,-3.246,10.803,5.171,10.723,9.442,10.824,7.627,1.862,11.84,9.186,8.311,4.924,6.418,10.481,4.141,4.987,8.73,8.978,6.922,6.981,6.897,-3.246,5.71,10.283,4.073,9.475,11.61,12.178,8.932,5.228,10.548,7.231,4.762,6.433,7.144,11.365,12.022,9.423,6.308,8.592,4.902,13.634,6.375,6.94,6.816,10.883,5.407,10.271,12.833,4.758,3.366,7.802,10.88,9.69,12.545,9.305,8.498,11.017,5.373,9.858,6.407,10.289,12.478,12.543,7.573,9.964,8.04,11.086,7.667,10.368,7.746,8.384,7.059,13.893,9.632,10.987,7.653,7.653,7.968,13.405,7.843,12.752,5.022,0
2853326,8,3.978,6.577,5.403,7.015,-3.522,12.773,10.871,9.674,7.692,4.805,9.157,4.476,6.495,7.154,12.045,6.897,1.035,-3.522,10.811,5.498,10.751,9.344,10.603,7.898,2.79,11.769,9.129,7.973,5.443,6.202,10.86,4.794,5.019,8.779,8.982,6.789,7.624,7.109,-3.522,6.041,10.245,4.681,9.907,11.585,12.101,8.817,5.494,10.485,7.443,5.371,6.575,7.483,11.256,11.892,9.501,6.463,8.513,5.139,13.402,7.045,6.799,7.162,10.797,5.967,10.762,12.902,5.375,4.59,7.499,11.372,9.861,12.469,9.364,8.551,11.02,5.699,10.352,6.619,10.424,12.391,12.513,7.877,10.25,8.111,11.104,7.631,10.48,7.849,8.8,7.186,13.672,9.64,11.066,8.204,7.798,8.044,13.338,8.032,12.467,6.087,0
2853327,6,5.304,6.763,5.928,8.353,1.55,12.485,10.904,8.742,6.578,5.028,9.001,5.585,6.571,7.159,11.577,5.636,-2.617,1.225,10.757,5.764,10.554,9.162,10.95,7.701,4.887,11.938,8.959,7.663,5.916,5.74,10.453,4.961,5.788,8.841,9.343,7.008,7.475,6.733,-2.617,6.369,10.342,4.633,9.814,11.871,12.151,9.138,5.274,11.097,7.801,5.518,6.325,7.177,10.72,12.047,9.716,6.785,8.43,5.372,13.528,6.46,6.578,7.82,11.392,6.712,11.204,12.972,5.943,4.314,7.506,11.147,9.731,12.495,9.77,8.757,10.9,6.036,9.648,6.974,10.3,12.256,12.468,7.959,10.064,8.276,11.337,7.319,10.453,7.604,8.722,7.362,14.238,9.594,11.499,8.112,7.791,9.142,13.628,9.067,12.789,6.198,0
2853328,10,4.965,7.558,5.745,7.867,-3.931,12.551,10.986,8.816,7.04,6.933,9.298,5.641,6.703,7.221,11.939,6.515,-2.183,-3.931,10.982,6.304,10.436,9.168,11.114,8.313,4.653,11.723,9.242,7.048,5.565,6.063,10.411,4.808,5.602,8.663,9.888,6.794,7.468,6.934,-3.931,6.615,10.34,4.394,10.148,11.914,11.936,8.882,5.55,10.954,7.741,5.734,6.276,7.343,11.233,11.827,9.637,6.884,8.708,5.425,13.426,6.626,6.842,8.213,12.056,6.876,11.15,12.828,7.454,4.261,7.097,11.257,10.312,12.522,9.692,8.746,10.844,6.427,9.8,6.468,10.472,12.007,12.39,8.135,10.132,8.469,11.232,7.361,10.468,7.183,8.941,7.567,14.074,9.395,11.269,8.064,7.831,9.053,13.429,8.401,12.81,6.519,0
2853330,4,4.229,6.444,6.195,7.71,-2.997,12.993,11.044,8.975,7.713,5.048,9.363,4.79,6.43,6.706,12.262,7.132,-2.997,-2.997,10.784,5.31,10.876,9.258,10.998,7.476,2.525,12.037,8.998,7.882,5.403,5.33,10.939,5.105,4.69,8.789,8.73,7.013,7.843,6.947,-2.997,5.635,10.248,3.955,9.816,12.006,12.531,9.247,4.976,10.679,7.744,5.704,6.547,7.498,11.475,12.359,9.472,6.36,8.505,5.454,13.806,6.681,6.492,6.966,11.171,6.475,10.705,13.067,5.535,4.571,7.591,11.049,9.749,12.852,9.521,8.172,11.08,5.229,10.354,6.801,10.478,12.334,12.809,7.912,10.183,8.239,11.417,8.242,10.569,7.715,8.677,6.854,13.874,9.262,11.482,7.96,7.406,8.052,13.867,7.948,12.739,6.034,0
2853331,6,3.971,7.105,5.704,7.795,-3.829,12.642,10.564,9.295,8.118,5.86,8.704,4.657,7,7.143,12.202,6.804,-3.829,-3.829,11.024,5.471,10.49,9.198,10.876,7.588,3.923,11.836,9.18,8.045,5.912,6.499,10.895,4.604,5.332,8.984,8.897,7.079,7.91,7.397,-3.829,6.466,10.522,4.829,10.5,11.263,12.099,8.968,5.864,9.821,7.225,5.442,6.792,7.284,11.226,11.802,9.813,6.497,8.504,4.952,13.456,6.41,6.744,7.037,10.773,5.964,10.264,12.692,5.58,4.735,7.529,11.074,10.038,12.449,9.126,8.517,10.854,5.772,10.28,6.78,10.404,12.299,12.451,7.87,10.382,8.143,11.039,8.054,10.42,7.944,8.268,7.297,13.639,9.422,10.541,8.243,7.911,8.499,13.3,8.198,12.768,5.686,0
2853332,8,5.177,7.13,5.735,7.368,-3.297,12.774,10.224,9.248,7.47,6.771,8.089,5.093,6.724,6.984,12.07,6.693,-3.297,-3.297,10.898,5.552,10.097,9.302,11.032,7.568,4.648,11.884,9.07,8.027,5.218,4.499,10.272,4.664,6.189,8.824,9.024,6.93,6.227,6.363,-3.297,6.456,10.475,4.914,9.279,11.236,12.178,9.107,5.368,9.977,7.1,5.755,6.896,7.031,11.307,11.946,9.601,6.707,8.588,5.137,13.463,6.449,6.706,7.347,10.928,6.11,10.044,12.785,6.224,2.971,7.511,11.129,10.077,12.62,9.298,8.498,10.849,5.66,9.464,5.973,10.455,12.314,12.522,8.04,10.269,7.864,11.204,7.814,10.537,6.957,8.08,7.144,13.881,9.601,10.525,7.792,7.507,8.56,13.498,7.645,12.753,5.828,0
2853333,4,4.418,6.681,5.731,7.831,-3.515,12.692,10.453,9.066,7.644,5.73,8.534,4.82,6.917,6.996,11.999,6.604,-3.515,-3.515,10.991,5.442,10.488,9.261,10.869,7.475,3.588,12.01,9.173,7.739,6.38,5.82,10.643,5.092,4.673,9.03,8.719,7.043,7.581,7.459,-3.515,7.085,10.562,4.181,10.11,11.426,12.394,9.242,5.473,10.158,7.252,5.532,6.485,7.191,11.339,12.154,9.65,6.485,8.594,5.36,13.538,6.561,6.559,7.234,10.89,6.15,10.489,12.85,6.191,5.342,7.544,11.086,9.973,12.625,9.586,8.663,10.841,5.498,9.855,6.713,10.447,12.26,12.6,8.085,10.373,7.884,11.244,7.775,10.454,7.933,8.221,7.315,13.732,9.388,10.871,8.194,7.423,9.234,13.612,8.258,12.811,5.665,0
2853334,4,5.072,6.974,5.988,8.012,-3.16,12.82,10.978,9.004,8.006,5.982,9.203,5.241,6.455,7.041,11.894,6.572,-3.16,-3.16,10.732,6.133,10.839,9.108,10.992,7.86,3.91,11.82,8.983,7.548,6.193,5.786,10.88,4.736,4.288,8.769,9.202,6.96,8.215,7.478,-3.16,6.903,10.635,4.877,10.209,11.927,12.361,9.403,4.841,10.673,7.63,5.458,6.502,7.083,11.226,12.339,10.045,6.532,8.65,5.608,13.718,6.623,6.286,7.556,11.394,6.798,9.946,12.94,5.448,5.249,7.393,11.239,9.997,12.777,9.707,8.438,10.949,5.6,10.104,6.943,10.535,12.257,12.686,8.154,10.094,8.26,11.395,7.793,10.383,8.026,8.616,7.179,14.066,9.504,11.644,8.311,7.232,9.119,13.716,8.612,12.689,5.829,0
2853335,10,4.753,7.487,5.89,8.045,-3.717,12.578,10.941,8.908,7.521,6.977,8.716,6.002,6.688,7.086,11.825,6.664,-3.717,-3.717,10.737,6.621,10.099,9.149,10.8,8.133,3.838,11.53,9.168,7.725,6.127,5.596,10.888,4.788,6.068,8.661,8.921,6.76,7.556,7.257,-3.717,7.491,10.205,4.582,10.165,11.264,11.861,8.802,4.769,10.059,7.058,5.794,6.238,7.355,10.625,11.778,10.242,6.942,8.64,5.759,13.54,5.945,6.541,7.938,11.028,6.608,10.799,12.713,7.346,5.004,7.338,11.169,10.21,12.575,9.393,8.55,10.618,5.678,10.119,6.905,10.488,12.035,12.482,7.924,10.255,8.517,11.114,7.945,10.306,7.939,8.765,7.219,13.65,9.442,10.736,8.494,7.646,9.906,13.473,8.324,12.622,5.971,0
2853336,8,5.886,6.798,6.533,9.157,-2.374,13.055,10.881,8.428,7.231,6.504,8.774,4.994,6.402,6.543,11.816,6.298,-2.374,-2.374,10.781,6.286,10.433,9.121,11.101,7.682,4.242,12.71,9.178,8.05,5.79,6.458,10.472,5.626,5.408,8.939,9.751,6.791,7.913,7.032,-2.374,6.632,10.761,5.569,9.861,12.696,12.535,9.762,5.262,11.81,8.598,5.628,6.254,7.734,11.006,12.547,10.055,6.715,9.06,5.494,14.217,7.622,6.34,7.726,11.659,6.878,11.233,13.137,7.156,5.629,7.497,11.166,9.917,12.861,10.081,9.205,10.876,6.533,9.885,7.307,10.515,12.414,12.554,7.925,10.075,8.588,11.837,7.832,10.291,7.709,8.92,7.731,14.027,9.742,12.077,7.985,7.543,8.75,14.297,9.378,13.415,7.156,0
