geo_accession,Seq,hsa-miR-320a,hsa-miR-575,hsa-miR-602,hsa-miR-614,hsa-miR-620,hsa-miR-638,hsa-miR-663a,hsa-miR-92a-2-5p,hsa-miR-135a-3p,hsa-miR-125a-3p,hsa-miR-92b-5p,hsa-miR-885-3p,hsa-miR-887-3p,hsa-miR-939-5p,hsa-miR-1228-5p,hsa-miR-1203,hsa-miR-1258,hsa-miR-1262,hsa-miR-1268a,hsa-miR-1307-3p,hsa-miR-1469,hsa-miR-1909-3p,hsa-miR-1915-3p,hsa-miR-3141,hsa-miR-3156-5p,hsa-miR-3178,hsa-miR-3180-3p,hsa-miR-3184-5p,hsa-miR-3187-3p,hsa-miR-3194-5p,hsa-miR-4294,hsa-miR-4276,hsa-miR-4286,hsa-miR-3180,hsa-miR-642b-3p,hsa-miR-4433a-3p,hsa-miR-4435,hsa-miR-4449,hsa-miR-4464,hsa-miR-4481,hsa-miR-4492,hsa-miR-4526,hsa-miR-4530,hsa-miR-4532,hsa-miR-3940-5p,hsa-miR-4634,hsa-miR-4648,hsa-miR-4649-5p,hsa-miR-4675,hsa-miR-4687-5p,hsa-miR-4707-3p,hsa-miR-4728-5p,hsa-miR-4730,hsa-miR-4734,hsa-miR-4741,hsa-miR-4746-3p,hsa-miR-4758-5p,hsa-miR-4783-3p,hsa-miR-4787-5p,hsa-miR-5195-3p,hsa-miR-5572,hsa-miR-197-5p,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-6088,hsa-miR-6090,hsa-miR-6131,hsa-miR-6501-5p,hsa-miR-128-1-5p,hsa-miR-328-5p,hsa-miR-1343-5p,hsa-miR-6729-5p,hsa-miR-6749-5p,hsa-miR-6756-5p,hsa-miR-6765-5p,hsa-miR-6766-5p,hsa-miR-6768-5p,hsa-miR-6769a-5p,hsa-miR-6781-5p,hsa-miR-6784-5p,hsa-miR-6786-5p,hsa-miR-6787-5p,hsa-miR-6798-5p,hsa-miR-6802-5p,hsa-miR-6805-5p,hsa-miR-6805-3p,hsa-miR-6816-5p,hsa-miR-6825-5p,hsa-miR-6858-5p,hsa-miR-6861-5p,hsa-miR-6869-5p,hsa-miR-6875-5p,hsa-miR-6885-5p,hsa-miR-6889-5p,hsa-miR-7110-5p,hsa-miR-7114-5p,hsa-miR-7704,hsa-miR-8059,hsa-miR-8069,hsa-miR-8073,Breast Cancer
2851892,6,3.878,7.883,5.263,6.435,-3.993,12.846,10.348,9.773,6.87,6.802,8.82,4.241,7.598,7.886,11.935,6.328,-3.993,-3.993,11.255,5.019,10.653,8.647,11.066,7.436,3.331,12.026,8.827,7.962,5.569,5.501,11.003,5.093,4.997,8.614,7.506,7.346,5.877,7.37,-3.993,5.597,10.317,4.493,10.686,10.664,12.012,8.953,5.474,8.709,6.21,5.372,6.191,6.294,9.291,11.985,9.022,6.98,7.795,5.412,13.603,5.411,7.051,6.794,9.872,5.318,10.048,13.099,5.217,4.254,7.25,10.944,10.427,12.981,9.102,7.554,10.776,4.574,10.103,5.792,10.351,13.091,12.757,7.553,11.019,8.067,11.164,7.499,10.877,7.859,7.522,6.224,13.77,8.975,10.096,7.731,8.06,8.196,13.773,7.216,12.836,4.932,0
2851893,8,4.38,7.751,5.097,7.882,0.792,12.87,10.117,9.997,6.24,6.775,8.223,4.391,7.369,7.939,11.884,6.47,-3.584,-2.109,11.246,4.93,10.238,8.73,11.014,7.329,2.894,12.389,8.622,7.963,5.273,4.269,10.303,5.551,6.664,8.669,7.687,7.398,3.781,6.349,-3.584,3.879,10.126,3.886,9.815,10.928,11.928,9.098,6.658,8.993,6.07,5.499,6.689,6.534,9.093,11.921,9.682,6.964,7.938,4.888,13.569,5.289,7.321,6.804,10.376,5.116,10.335,13.077,10.344,2.988,7.274,10.95,10.441,13.045,9.48,7.571,10.746,4.745,9.438,5.713,10.296,13.142,12.72,8.044,10.937,7.899,11.168,7.901,10.924,7.38,7.659,7.017,13.889,8.983,10.1,7.513,8.219,6.353,13.919,8.451,12.877,5.282,0
2851894,7,3.87,7.709,5.064,5.775,-4.628,12.78,10.378,10.228,6.9,6.203,8.688,4.569,7.35,7.638,11.937,6.008,-4.628,-4.628,11.263,5.27,10.864,8.473,10.756,7.659,2.058,11.9,8.742,7.807,5.53,5.421,11.133,5.403,4.809,8.749,7.869,7.601,6.551,7.487,-4.628,5.949,10.307,4.508,10.699,10.767,11.962,8.865,4.946,8.771,6.058,5.267,6.248,6.311,9.333,11.819,9.067,6.794,7.738,5.623,13.407,5.495,6.782,6.696,10.169,5.213,9.549,12.984,4.862,4.923,7.078,10.884,10.533,12.87,9.079,7.685,10.787,4.684,10.372,5.892,10.221,13.159,12.513,7.574,10.892,8.053,11.367,7.163,10.78,7.702,7.986,6.173,13.788,9.131,10.163,7.62,7.846,8.419,13.765,6.858,12.772,5.065,0
2851895,4,4.521,7.845,5.362,7.405,-3.9,12.956,10.337,9.893,6.01,7.429,8.538,4.202,7.547,8.142,11.958,6.53,-3.9,-3.9,11.387,5.265,10.405,8.46,10.894,7.548,2.809,12.159,8.65,8.038,5.539,4.134,10.429,5.566,6.101,8.709,7.493,7.6,4.532,6.546,-3.9,4.037,10.277,4.076,10.3,10.869,12.053,8.933,6.133,8.935,6.198,5.324,6.59,6.453,9.026,11.882,9.489,7.198,7.881,5.185,13.635,5.64,7.482,6.955,10.181,5.315,10.542,13.168,9.174,2.585,7.201,11.031,10.637,13.067,9.437,7.594,10.864,4.827,9.725,5.747,10.358,13.203,12.796,7.904,11.115,7.841,11.243,7.849,10.798,7.691,8.014,6.782,13.821,9.32,10.011,7.745,8.456,7.152,13.93,8.152,12.971,5.273,0
2851896,10,3.899,8.192,5.104,6.171,-4.464,12.677,10.492,9.601,6.527,7.959,8.705,4.877,7.685,8.107,11.833,5.99,-4.464,-4.464,11.273,5.382,10.574,8.578,11.169,7.715,2.645,11.876,8.981,7.704,5.472,5.694,10.728,5.103,5.441,8.567,6.942,7.105,6.783,7.138,-4.464,5.417,10.121,4.297,10.899,10.385,11.779,8.732,5.573,8.361,5.91,5.548,6.223,6.355,8.881,11.822,9.215,7.286,7.675,5.43,13.449,5.19,7.221,7.05,9.87,5.066,10.61,13.072,5.2,4.082,7.192,10.913,10.615,12.876,9.022,7.533,10.608,4.769,10.224,5.659,10.239,12.913,12.667,7.662,11.106,7.963,11.15,7.314,10.851,7.887,8.045,6.414,13.717,9.037,9.822,8.024,8.295,8.271,13.728,7.054,12.838,5.002,0
2851897,4,3.874,8.372,5.429,5.615,1.011,12.708,10.227,10.596,6.905,7.285,8.777,4.061,7.633,8.026,11.964,6.335,-4.843,-4.843,11.197,4.794,10.874,8.581,11.018,7.605,2.863,12.137,8.68,7.949,5.308,5.47,11.041,5.253,4.84,8.664,7.742,7.639,6.377,7.476,-4.843,5.839,10.279,4.67,10.911,10.689,11.932,8.907,5.147,8.5,5.794,5.319,6.299,6.299,9.464,11.681,9.209,7.158,7.671,5.477,13.339,5.49,7.277,6.755,9.849,5.275,10.449,12.911,5.109,4.349,7.116,10.84,10.548,12.914,9.071,7.383,10.683,4.623,10.335,5.678,10.094,13.074,12.464,7.617,10.941,7.957,11.202,7.319,10.937,8.08,7.311,6.068,13.765,9.037,9.712,7.817,8.228,8.415,13.785,7.106,12.772,4.925,0
2851898,4,6.081,8.336,5.329,6.14,-4.12,12.728,10.203,10.5,6.758,7.357,8.781,4.077,7.612,7.841,11.843,6.308,-0.606,-4.12,11.242,5.192,10.275,8.607,11.007,7.547,2.186,12.018,8.823,7.879,5.374,4.483,10.822,5.518,5.422,8.646,7.457,7.647,5.014,7.023,-4.12,5.059,10.356,3.949,10.594,10.63,11.879,8.749,4.952,8.409,5.696,5.304,6.31,6.046,9.273,11.834,9.263,7.136,7.767,4.936,13.444,5.537,7.169,6.96,9.913,5.06,9.59,13.079,5.479,3.644,7.023,11,10.558,12.924,9.156,7.788,10.63,4.896,10.088,5.615,10.286,13.083,12.55,7.737,11.021,7.706,11.172,7.528,10.851,7.48,7.387,6.349,13.825,9.088,9.718,7.713,8.196,7.717,13.763,7.27,12.784,4.837,0
2851899,3,5.852,7.579,5.255,7.666,-2.766,12.745,10.755,9.375,6.836,6.836,8.8,5.408,7.654,7.656,11.636,6.148,-2.766,-0.257,11.472,5.781,10.702,8.639,11.034,7.608,3.497,12.006,9.008,7.518,5.91,5.091,10.731,5.566,6.18,8.68,7.289,7.67,6.532,7.074,1.461,5.244,10.52,5.021,10.285,10.648,11.959,8.763,4.693,9.117,6.317,5.908,6.183,6.471,8.995,12.094,9.214,7.349,7.882,5.51,13.704,5.555,6.765,7.117,10.128,5.308,10.698,13.254,6.631,4.591,6.946,11.084,10.455,12.941,9.186,7.744,10.865,5.406,10.159,6.102,10.495,13.003,12.807,8.184,11.112,8.403,11.273,7.672,10.992,7.256,7.8,6.958,13.772,8.985,10.279,7.896,7.816,8.141,13.834,8.373,13.104,5.466,0
2851900,8,4.831,7.966,4.664,7.496,-2.494,13.741,11.115,9.305,5.46,6.865,8.007,4.535,7.939,8.607,12.191,6.323,3.139,-2.494,11.894,5.817,11.183,9.028,9.938,8.236,-2.494,12.232,8.791,7.979,6.061,4.679,11.075,5.856,6.428,8.799,7.31,7.391,5.607,7.163,-2.494,5.19,10.904,2.145,10.734,10.823,11.964,9.303,4.949,9.436,6.12,4.679,6.219,6.651,7.879,12.861,9.406,7.958,7.92,6.183,14.102,5.383,7.274,7.49,9.961,3.686,10.953,13.672,6.417,3.708,6.617,11.56,10.926,13.274,9.818,8.193,11.425,4.601,10.033,4.852,11.244,13.234,13.164,8.424,11.097,8.25,11.651,8.027,10.818,7.737,7.741,6.042,14.657,8.815,10.628,7.343,8.474,7.809,13.985,7.983,13.54,5.019,0
2851901,9,5.302,7.865,5.331,7.936,-2.869,13.213,10.704,9.338,6.266,7.008,8.303,5.241,7.778,8.2,11.888,6.086,-2.869,-2.869,11.643,5.475,10.872,8.529,10.619,7.651,3.768,12.316,8.791,7.767,5.595,4.405,10.507,5.809,6.547,8.878,7.376,7.685,4.235,7.084,-2.869,5.052,10.68,4.658,10.135,11.001,11.988,9.134,5.483,9.198,6.135,5.57,6.443,6.773,8.635,11.984,9.297,7.335,7.809,5.852,13.866,5.195,7.335,6.962,10.3,4.882,11.161,13.361,9.731,3.642,6.753,11.075,10.608,13.04,9.324,7.877,11.024,4.879,9.732,5.886,10.461,13.276,12.928,8.106,11.008,8.024,11.527,8.016,10.997,7.597,8.02,6.905,14.078,8.844,10.322,7.204,8.507,7.275,13.738,8.302,13.157,4.583,0
